Kernel Report
Kernel Name,Op ID,Op Name,Direction,Uses TC,Total GPU Time (ns),Avg GPU Time (ns),Min GPU Time (ns),Max GPU Time (ns),Total API Time (ns),Avg API Time (ns),Min API Time (ns),Max API Time (ns)
"reduce_kernel","ADAPTIVE_AVG_POOL2D_1","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/AdaptiveAvgPool2d::_call_impl[2]/AdaptiveAvgPool2d::forward/adaptive_avg_pool2d",fprop,no,19232,19232.0,19232,19232,12530,12530.0,12530,12530
"batch_norm_transform_input_channels_last_kernel","BATCH_NORM_122","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/BatchNorm1d::_call_impl[4]/BatchNorm1d::forward/batch_norm",fprop,no,3744,3744.0,3744,3744,7410,7410.0,7410,7410
"vectorized_elementwise_kernel","BATCH_NORM_122","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/BatchNorm1d::_call_impl[4]/BatchNorm1d::forward/batch_norm",fprop,no,2848,2848.0,2848,2848,11900,11900.0,11900,11900
"ampere_sgemm_32x32_sliced1x4_tn","LINEAR_1","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Linear::_call_impl[3]/Linear::forward/linear",fprop,no,6049,6049.0,6049,6049,32759,32759.0,32759,32759
"splitKreduce_kernel","LINEAR_1","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Linear::_call_impl[3]/Linear::forward/linear",fprop,no,3520,3520.0,3520,3520,9910,9910.0,9910,9910
"unrolled_elementwise_kernel","LINEAR_1","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Linear::_call_impl[3]/Linear::forward/linear",fprop,no,3872,3872.0,3872,3872,15229,15229.0,15229,15229
"kernel","LINEAR_2","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Linear::_call_impl[7]/Linear::forward/linear",fprop,no,3808,3808.0,3808,3808,9450,9450.0,9450,9450
"unrolled_elementwise_kernel","LINEAR_2","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Linear::_call_impl[7]/Linear::forward/linear",fprop,no,3136,3136.0,3136,3136,16089,16089.0,16089,16089
"vectorized_elementwise_kernel","RELU_121","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/ReLU::_call_impl[5]/ReLU::forward/relu",fprop,no,2336,2336.0,2336,2336,15660,15660.0,15660,15660
"ampere_cgemm_64x32_tn","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,1195012,1195012.0,1195012,1195012,5880,5880.0,5880,5880
"ampere_gcgemm_64x64_nt","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,906627,453313.5,402849,503778,9720,4860.0,4540,5180
"ampere_scudnn_128x64_relu_interior_nn_v1","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,968676,484338.0,484194,484482,10590,5295.0,5190,5400
"computeOffsetsKernel","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,6464,3232.0,3200,3264,20740,10370.0,9110,11630
"explicit_convolve_sgemm","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,585730,585730.0,585730,585730,5280,5280.0,5280,5280
"fft1d_c2r_32","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,200545,100272.5,89536,111009,8770,4385.0,4300,4470
"fft1d_r2c_32","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,490818,163606.0,21088,235937,17249,5749.7,5130,6950
"fft2d_c2r_64x64","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,175968,175968.0,175968,175968,5030,5030.0,5030,5030
"fft2d_r2c_64x64","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,1248868,624434.0,349889,898979,10340,5170.0,5040,5300
"flip_filter","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,27648,27648.0,27648,27648,6759,6759.0,6759,6759
"im2col4d_kernel","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,431521,431521.0,431521,431521,7239,7239.0,7239,7239
"implicit_convolve_sgemm","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,1294852,647426.0,647106,647746,19040,9520.0,7380,11660
"transpose_readWrite_alignment_kernel","CONV2D_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,2305864,768621.3,176577,1762598,14860,4953.3,4710,5430
"ampere_cgemm_64x32_tn","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,1190917,1190917.0,1190917,1190917,8180,8180.0,8180,8180
"ampere_gcgemm_64x64_nt","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,743587,743587.0,743587,743587,8770,8770.0,8770,8770
"explicit_convolve_sgemm","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,559938,559938.0,559938,559938,6410,6410.0,6410,6410
"fft1d_c2r_32","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,89345,89345.0,89345,89345,7480,7480.0,7480,7480
"fft1d_r2c_32","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,297857,148928.5,69728,228129,19710,9855.0,8220,11490
"fft2d_c2r_32x32","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,90432,90432.0,90432,90432,6880,6880.0,6880,6880
"fft2d_r2c_32x32","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,1071780,535890.0,193729,878051,13970,6985.0,6750,7220
"flip_filter","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,100608,100608.0,100608,100608,9630,9630.0,9630,9630
"im2col4d_kernel","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,191744,191744.0,191744,191744,9290,9290.0,9290,9290
"implicit_convolve_sgemm","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,1081924,540962.0,540706,541218,26459,13229.5,9350,17109
"nchwToNhwcKernel","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,378177,94544.2,16960,172257,34790,8697.5,5010,11420
"sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel","CONV2D_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,yes,389698,194849.0,194753,194945,13080,6540.0,5300,7780
"ampere_cgemm_32x32_tn","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,1732965,18836.6,14272,45825,431276,4687.8,4310,6790
"ampere_gcgemm_64x64_nt","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,1527685,1527685.0,1527685,1527685,4980,4980.0,4980,4980
"cgemm_largek","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,2876522,55317.7,28928,75264,244528,4702.5,4380,7590
"explicit_convolve_sgemm","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,556834,556834.0,556834,556834,4950,4950.0,4950,4950
"fft1d_c2r_32","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,63232,63232.0,63232,63232,4690,4690.0,4690,4690
"fft1d_r2c_32","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,434049,217024.5,201217,232832,12430,6215.0,5010,7420
"fft2d_c2r_16x16","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,47776,47776.0,47776,47776,5480,5480.0,5480,5480
"fft2d_r2c_16x16","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,992196,496098.0,93728,898468,9630,4815.0,4700,4930
"flip_filter","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,341825,341825.0,341825,341825,6650,6650.0,6650,6650
"im2col4d_kernel","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,127136,127136.0,127136,127136,10260,10260.0,10260,10260
"implicit_convolve_sgemm","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,1116196,558098.0,557570,558626,18670,9335.0,6710,11960
"nchwToNhwcKernel","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,260096,65024.0,47840,82688,35740,8935.0,4690,13840
"scal_kernel","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,302113,5809.9,2528,12897,258305,4967.4,4450,7740
"sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,yes,347425,173712.5,173601,173824,10790,5395.0,5330,5460
"splitKreduce_kernel","CONV2D_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,no,494591,5376.0,3935,23136,417007,4532.7,4220,7890
"avg_pool2d_out_cuda_frame","AVG_POOL2D_1","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/avg_pool2d",fprop,no,130848,130848.0,130848,130848,13860,13860.0,13860,13860
"avg_pool2d_out_cuda_frame","AVG_POOL2D_2","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/avg_pool2d",fprop,no,68512,68512.0,68512,68512,10840,10840.0,10840,10840
"avg_pool2d_out_cuda_frame","AVG_POOL2D_3","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/avg_pool2d",fprop,no,37248,37248.0,37248,37248,11180,11180.0,11180,11180
"bn_fw_inf_1C11_kernel_NCHW","BATCH_NORM_14","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/batch_norm",fprop,no,343649,343649.0,343649,343649,22000,22000.0,22000,22000
"bn_fw_inf_1C11_kernel_NCHW","BATCH_NORM_39","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/batch_norm",fprop,no,171264,171264.0,171264,171264,14170,14170.0,14170,14170
"bn_fw_inf_1C11_kernel_NCHW","BATCH_NORM_88","/module/tumor_predict/densenet121_tumor::_call_impl/densenet121_tumor::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/batch_norm",fprop,no,87168,87168.0,87168,87168,10490,10490.0,10490,10490
