Iteration Report
Iteration,Op ID,Op Name,Direction,Op Type,Kernel Name,Device ID,GPU Start Time (ns),GPU Duration (ns),API Call Start (ns),API Call Time (ns),Uses TC,Grid X,Grid Y,Grid Z,Block X,Block Y,Block Z,Data Types,Input Shapes,Parameters,Output Shapes,Long Kernel Name
0,"ADAPTIVE_AVG_POOL2D_1","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/AdaptiveAvgPool2d::_call_impl[2]/AdaptiveAvgPool2d::forward/adaptive_avg_pool2d",fprop,"adaptive_avg_pool2d","reduce_kernel",0,7272902929,19008,7272888737,13689,no,1664,1,1,32,16,1,float32,"<26, 1024, 8, 8>","","","void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, (int)4>>(T3)"
0,"BATCH_NORM_122","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/BatchNorm1d::_call_impl[4]/BatchNorm1d::forward/batch_norm",fprop,"batch_norm","batch_norm_transform_input_channels_last_kernel",0,7977266709,3712,7977259116,11360,no,1,1,1,64,2,1,float32,"<26, 64>; <64>; <64>; <64>; <64>","","","void at::native::batch_norm_transform_input_channels_last_kernel<float, float, float, (int)4>(const T1 *, const T1 *, const T2 *, const T2 *, const T3 *, const T3 *, T1 *, int, int, bool)"
0,"BATCH_NORM_122","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/BatchNorm1d::_call_impl[4]/BatchNorm1d::forward/batch_norm",fprop,"batch_norm","vectorized_elementwise_kernel",0,7977251573,2784,7977239676,12400,no,1,1,1,64,1,1,float32,"<26, 64>; <64>; <64>; <64>; <64>","","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::batch_norm_calc_invstd(const at::Tensor &, const at::Tensor &, double)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
0,"LINEAR_1","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Linear::_call_impl[3]/Linear::forward/linear",fprop,"linear","ampere_sgemm_32x32_sliced1x4_tn",0,7976387666,6047,7976360564,30130,no,2,1,16,128,1,1,float32,"<N:26, K:1024>; <M:64, K:1024>; <64>","","<N:26, M:64>","ampere_sgemm_32x32_sliced1x4_tn"
0,"LINEAR_1","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Linear::_call_impl[3]/Linear::forward/linear",fprop,"linear","splitKreduce_kernel",0,7976406290,3487,7976397164,9300,no,2,2,1,32,16,1,float32,"<N:26, K:1024>; <M:64, K:1024>; <64>","","<N:26, M:64>","void splitKreduce_kernel<float, float, float, float, (bool)1, (bool)0>(cublasSplitKParams<T3>, const T1 *, const T2 *, T2 *, const T3 *, const T3 *, const T4 *, void *, long, T3 *, int *)"
0,"LINEAR_1","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Linear::_call_impl[3]/Linear::forward/linear",fprop,"linear","unrolled_elementwise_kernel",0,7273473492,3871,7273459431,14280,no,7,1,1,64,1,1,float32,"<N:26, K:1024>; <M:64, K:1024>; <64>","","<N:26, M:64>","void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator &, bool)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, OffsetCalculator<(int)1, unsigned int, (bool)0>, OffsetCalculator<(int)1, unsigned int, (bool)0>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)"
0,"LINEAR_2","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Linear::_call_impl[7]/Linear::forward/linear",fprop,"linear","kernel",0,7982116134,3776,7982107911,7490,no,2,1,1,8,16,1,float32,"<N:26, K:64>; <M:1, K:64>; <1>","","<N:26, M:1>","std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T12)"
0,"LINEAR_2","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Linear::_call_impl[7]/Linear::forward/linear",fprop,"linear","unrolled_elementwise_kernel",0,7982064902,3168,7982050072,14990,no,1,1,1,64,1,1,float32,"<N:26, K:64>; <M:1, K:64>; <1>","","<N:26, M:1>","void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator &, bool)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, OffsetCalculator<(int)1, unsigned int, (bool)0>, OffsetCalculator<(int)1, unsigned int, (bool)0>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)"
0,"RELU_121","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/ReLU::_call_impl[5]/ReLU::forward/relu",fprop,"relu","vectorized_elementwise_kernel",0,7977691894,2368,7977678162,14080,no,7,1,1,64,1,1,float32,"<26, 64>","","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
0,"CONV2D_14","/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","ampere_cgemm_64x32_tn",0,6858383117,1196548,6855082983,5010,no,2,1,2112,128,1,1,float32,"<N:26, C:256, H:64, W:64>; <K:128, C:256, R:1, S:1>","","<N:26, K:128, P:64, Q:64>","ampere_cgemm_64x32_tn"
