Group Op Report
Name,Num Calls Aggregated,Num TC Eligible Ops,Num Ops Using TC,Total CPU Time (ns),Avg. CPU Time (ns),Min CPU Time (ns),Max CPU Time (ns),Total GPU Time (ns),Avg. GPU Time (ns),Min GPU Time (ns),Max GPU Time (ns),Total CPU Overhead (ns),Avg. CPU Overhead (ns),Min CPU Overhead (ns),Max CPU Overhead (ns),Total GPU Idle (ns),Avg. GPU Idle (ns),Min GPU Idle (ns),Max GPU Idle (ns)
"/",4223,122,48,6307888622,6307888622.0,6307888622,6307888622,203985846,203985846.0,203985846,203985846,1101411087,1101411087.0,1101411087,1101411087,1861683437,1861683437.0,1861683437,1861683437
"/module/",4223,122,48,6307888622,6307888622.0,6307888622,6307888622,203985846,203985846.0,203985846,203985846,1101411087,1101411087.0,1101411087,1101411087,1861683437,1861683437.0,1861683437,1861683437
"/module/tumor_predict/",4223,122,48,6307888622,6307888622.0,6307888622,6307888622,203985846,203985846.0,203985846,203985846,1101411087,1101411087.0,1101411087,1101411087,1861683437,1861683437.0,1861683437,1861683437
"/module/tumor_predict/densenet121_change_avg::_call_impl/",435,122,48,3018988782,3018988782.0,3018988782,3018988782,198963424,198963424.0,198963424,198963424,235645372,235645372.0,235645372,235645372,1861683437,1861683437.0,1861683437,1861683437
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/",435,122,48,3018988782,3018988782.0,3018988782,3018988782,198963424,198963424.0,198963424,198963424,235645372,235645372.0,235645372,235645372,1861683437,1861683437.0,1861683437,1861683437
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/AdaptiveAvgPool2d::_call_impl[2]/",1,0,0,216878,216878.0,216878,216878,19008,19008.0,19008,19008,203189,203189.0,203189,203189,0,0.0,0,0
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/AdaptiveAvgPool2d::_call_impl[2]/AdaptiveAvgPool2d::forward/",1,0,0,216878,216878.0,216878,216878,19008,19008.0,19008,19008,203189,203189.0,203189,203189,0,0.0,0,0
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/BatchNorm1d::_call_impl[4]/",1,0,0,461906,461906.0,461906,461906,8960,8960.0,8960,8960,406266,406266.0,406266,406266,40512,40512.0,40512,40512
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/BatchNorm1d::_call_impl[4]/BatchNorm1d::forward/",1,0,0,461906,461906.0,461906,461906,8960,8960.0,8960,8960,406266,406266.0,406266,406266,40512,40512.0,40512,40512
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Dropout::_call_impl[6]/",1,0,0,156479,156479.0,156479,156479,0,0.0,0,0,156479,156479.0,156479,156479,0,0.0,0,0
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Dropout::_call_impl[6]/Dropout::forward/",1,0,0,156479,156479.0,156479,156479,0,0.0,0,0,156479,156479.0,156479,156479,0,0.0,0,0
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Linear::_call_impl[3]/",1,1,0,703327219,703327219.0,703327219,703327219,13405,13405.0,13405,13405,4017273,4017273.0,4017273,4017273,702922880,702922880.0,702922880,702922880
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Linear::_call_impl[3]/Linear::forward/",1,1,0,703327219,703327219.0,703327219,703327219,13405,13405.0,13405,13405,4017273,4017273.0,4017273,4017273,702922880,702922880.0,702922880,702922880
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Linear::_call_impl[7]/",1,1,0,252457,252457.0,252457,252457,6944,6944.0,6944,6944,229977,229977.0,229977,229977,48064,48064.0,48064,48064
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Linear::_call_impl[7]/Linear::forward/",1,1,0,252457,252457.0,252457,252457,6944,6944.0,6944,6944,229977,229977.0,229977,229977,48064,48064.0,48064,48064
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/ReLU::_call_impl[5]/",1,0,0,292628,292628.0,292628,292628,2368,2368.0,2368,2368,278548,278548.0,278548,278548,0,0.0,0,0
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/ReLU::_call_impl[5]/ReLU::forward/",1,0,0,292628,292628.0,292628,292628,2368,2368.0,2368,2368,278548,278548.0,278548,278548,0,0.0,0,0
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/",427,120,48,2314197877,2314197877.0,2314197877,2314197877,198910019,198910019.0,198910019,198910019,230282142,230282142.0,230282142,230282142,1158671981,1158671981.0,1158671981,1158671981
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/",427,120,48,2314197877,2314197877.0,2314197877,2314197877,198910019,198910019.0,198910019,198910019,230282142,230282142.0,230282142,230282142,1158671981,1158671981.0,1158671981,1158671981
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/",427,120,48,2314197877,2314197877.0,2314197877,2314197877,198910019,198910019.0,198910019,198910019,230282142,230282142.0,230282142,230282142,1158671981,1158671981.0,1158671981,1158671981
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/",427,120,48,2314197877,2314197877.0,2314197877,2314197877,198910019,198910019.0,198910019,198910019,230282142,230282142.0,230282142,230282142,1158671981,1158671981.0,1158671981,1158671981
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/",12,3,2,52414530,52414530.0,52414530,52414530,25496019,25496019.0,25496019,25496019,8558744,8558744.0,8558744,8558744,15400132,15400132.0,15400132,15400132
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/",12,3,2,52414530,52414530.0,52414530,52414530,25496019,25496019.0,25496019,25496019,8558744,8558744.0,8558744,8558744,15400132,15400132.0,15400132,15400132
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/BatchNorm2d::_call_impl[2]/BatchNorm2d::forward/Conv2d::_conv_forward/",3,3,2,49279658,49279658.0,49279658,49279658,24057356,24057356.0,24057356,24057356,5585770,5585770.0,5585770,5585770,15400132,15400132.0,15400132,15400132
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/",1,1,0,1870280811,1870280811.0,1870280811,1870280811,8386109,8386109.0,8386109,8386109,71401435,71401435.0,71401435,71401435,1063573759,1063573759.0,1063573759,1063573759
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/",406,116,46,387563413,387563413.0,387563413,387563413,163421839,163421839.0,163421839,163421839,146553898,146553898.0,146553898,146553898,79698090,79698090.0,79698090,79698090
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/",406,116,46,387563413,387563413.0,387563413,387563413,163421839,163421839.0,163421839,163421839,146553898,146553898.0,146553898,146553898,79698090,79698090.0,79698090,79698090
"/module/tumor_predict/densenet121_change_avg::_call_impl/densenet121_change_avg::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/Conv2d::forward/_DenseLayer::_call_impl/_DenseLayer::forward/BatchNorm2d::_call_impl/",174,58,4,92776113,92776113.0,92776113,92776113,29211124,29211124.0,29211124,29211124,56547448,56547448.0,56547448,56547448,7386516,7386516.0,7386516,7386516
