Group Op Report
Name,Num Calls Aggregated,Num TC Eligible Ops,Num Ops Using TC,Total CPU Time (ns),Avg. CPU Time (ns),Min CPU Time (ns),Max CPU Time (ns),Total GPU Time (ns),Avg. GPU Time (ns),Min GPU Time (ns),Max GPU Time (ns),Total CPU Overhead (ns),Avg. CPU Overhead (ns),Min CPU Overhead (ns),Max CPU Overhead (ns),Total GPU Idle (ns),Avg. GPU Idle (ns),Min GPU Idle (ns),Max GPU Idle (ns)
"/",5539,488,249,33271086437,33271086437.0,33271086437,33271086437,438728576,438728576.0,438728576,438728576,11120863518,11120863518.0,11120863518,11120863518,13908383043,13908383043.0,13908383043,13908383043
"/Thread::_bootstrap/",1744,488,249,30080140257,30080140257.0,30080140257,30080140257,433944454,433944454.0,433944454,433944454,10336199359,10336199359.0,10336199359,10336199359,13908383043,13908383043.0,13908383043,13908383043
"/Thread::_bootstrap/Thread::_bootstrap_inner/",1744,488,249,30080140257,30080140257.0,30080140257,30080140257,433944454,433944454.0,433944454,433944454,10336199359,10336199359.0,10336199359,10336199359,13908383043,13908383043.0,13908383043,13908383043
"/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/",1744,488,249,30080140257,30080140257.0,30080140257,30080140257,433944454,433944454.0,433944454,433944454,10336199359,10336199359.0,10336199359,10336199359,13908383043,13908383043.0,13908383043,13908383043
"/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/",1744,488,249,30080140257,30080140257.0,30080140257,30080140257,433944454,433944454.0,433944454,433944454,10336199359,10336199359.0,10336199359,10336199359,13908383043,13908383043.0,13908383043,13908383043
"/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/autocast::__exit__/",4,0,0,11320,11320.0,11320,11320,0,0.0,0,0,11320,11320.0,11320,11320,0,0.0,0,0
"/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_tumor::_call_impl/",1740,488,249,30080128937,30080128937.0,30080128937,30080128937,433944454,433944454.0,433944454,433944454,10336188039,10336188039.0,10336188039,10336188039,13908383043,13908383043.0,13908383043,13908383043
"/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_tumor::_call_impl/densenet121_tumor::forward/",1740,488,249,30080128937,30080128937.0,30080128937,30080128937,433944454,433944454.0,433944454,433944454,10336188039,10336188039.0,10336188039,10336188039,13908383043,13908383043.0,13908383043,13908383043
"/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_tumor::_call_impl/densenet121_tumor::forward/AdaptiveAvgPool2d::_call_impl[2]/",4,0,0,966252,966252.0,966252,966252,31039,31039.0,31039,31039,914382,914382.0,914382,914382,0,0.0,0,0
"/Thread::_bootstrap/Thread::_bootstrap_inner/Thread::run/_worker/densenet121_tumor::_call_impl/densenet121_tumor::forward/AdaptiveAvgPool2d::_call_impl[2]/AdaptiveAvgPool2d::forward/",4,0,0,966252,966252.0,966252,966252,31039,31039.0,31039,31039,914382,914382.0,914382,914382,0,0.0,0,0
