Group Op Report
Name,Num Calls Aggregated,Num TC Eligible Ops,Num Ops Using TC,Total CPU Time (ns),Avg. CPU Time (ns),Min CPU Time (ns),Max CPU Time (ns),Total GPU Time (ns),Avg. GPU Time (ns),Min GPU Time (ns),Max GPU Time (ns),Total CPU Overhead (ns),Avg. CPU Overhead (ns),Min CPU Overhead (ns),Max CPU Overhead (ns),Total GPU Idle (ns),Avg. GPU Idle (ns),Min GPU Idle (ns),Max GPU Idle (ns)
"/",176820,5103,540,41454143243,41454143243.0,41454143243,41454143243,525018253,525018253.0,525018253,525018253,34814195217,34814195217.0,34814195217,34814195217,10067751636,10067751636.0,10067751636,10067751636
"/module/",176820,5103,540,41454143243,41454143243.0,41454143243,41454143243,525018253,525018253.0,525018253,525018253,34814195217,34814195217.0,34814195217,34814195217,10067751636,10067751636.0,10067751636,10067751636
"/module/main/",176820,5103,540,41454143243,41454143243.0,41454143243,41454143243,525018253,525018253.0,525018253,525018253,34814195217,34814195217.0,34814195217,34814195217,10067751636,10067751636.0,10067751636,10067751636
"/module/main/stroke_predict/",88137,2541,288,23547915538,23547915538.0,23547915538,23547915538,344572979,344572979.0,344572979,344572979,17395668375,17395668375.0,17395668375,17395668375,10053365624,10053365624.0,10053365624,10053365624
"/module/main/stroke_predict/DataParallel::_call_impl/",9093,2541,288,5409693644,5409693644.0,5409693644,5409693644,192165655,192165655.0,192165655,192165655,2534160280,2534160280.0,2534160280,2534160280,2758452025,2758452025.0,2758452025,2758452025
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/",9093,2541,288,5409693644,5409693644.0,5409693644,5409693644,192165655,192165655.0,192165655,192165655,2534160280,2534160280.0,2534160280,2534160280,2758452025,2758452025.0,2758452025,2758452025
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/DataParallel::scatter/",21,0,0,30860,30860.0,30860,30860,0,0.0,0,0,30860,30860.0,30860,30860,0,0.0,0,0
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/DataParallel::scatter/scatter_kwargs/",21,0,0,30860,30860.0,30860,30860,0,0.0,0,0,30860,30860.0,30860,30860,0,0.0,0,0
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/DataParallel::scatter/scatter_kwargs/scatter/",21,0,0,30860,30860.0,30860,30860,0,0.0,0,0,30860,30860.0,30860,30860,0,0.0,0,0
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/DataParallel::scatter/scatter_kwargs/scatter/scatter_map/",21,0,0,30860,30860.0,30860,30860,0,0.0,0,0,30860,30860.0,30860,30860,0,0.0,0,0
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/DataParallel::scatter/scatter_kwargs/scatter/scatter_map/forward/",21,0,0,30860,30860.0,30860,30860,0,0.0,0,0,30860,30860.0,30860,30860,0,0.0,0,0
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/",9051,2541,288,5409319329,5409319329.0,5409319329,5409319329,192165655,192165655.0,192165655,192165655,2533785965,2533785965.0,2533785965,2533785965,2758452025,2758452025.0,2758452025,2758452025
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/",9051,2541,288,5409319329,5409319329.0,5409319329,5409319329,192165655,192165655.0,192165655,192165655,2533785965,2533785965.0,2533785965,2533785965,2758452025,2758452025.0,2758452025,2758452025
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/AdaptiveAvgPool2d::_call_impl[3]/",21,0,0,4151298,4151298.0,4151298,4151298,101311,101311.0,101311,101311,3891672,3891672.0,3891672,3891672,0,0.0,0,0
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/AdaptiveAvgPool2d::_call_impl[3]/AdaptiveAvgPool2d::forward/",21,0,0,4151298,4151298.0,4151298,4151298,101311,101311.0,101311,101311,3891672,3891672.0,3891672,3891672,0,0.0,0,0
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[4]/",21,21,0,723195819,723195819.0,723195819,723195819,194592,194592.0,194592,194592,8793960,8793960.0,8793960,8793960,718555247,718555247.0,718555247,718555247
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Linear::_call_impl[4]/Linear::forward/",21,21,0,723195819,723195819.0,723195819,723195819,194592,194592.0,194592,194592,8793960,8793960.0,8793960,8793960,718555247,718555247.0,718555247,718555247
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/ReLU::_call_impl[2]/",21,0,0,6808247,6808247.0,6808247,6808247,60128,60128.0,60128,60128,6578350,6578350.0,6578350,6578350,0,0.0,0,0
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/ReLU::_call_impl[2]/ReLU::forward/",21,0,0,6808247,6808247.0,6808247,6808247,60128,60128.0,60128,60128,6578350,6578350.0,6578350,6578350,0,0.0,0,0
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/",8967,2520,288,4674911289,4674911289.0,4674911289,4674911289,191809624,191809624.0,191809624,191809624,2514269307,2514269307.0,2514269307,2514269307,2039896778,2039896778.0,2039896778,2039896778
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/",8967,2520,288,4674911289,4674911289.0,4674911289,4674911289,191809624,191809624.0,191809624,191809624,2514269307,2514269307.0,2514269307,2514269307,2039896778,2039896778.0,2039896778,2039896778
"/module/main/stroke_predict/DataParallel::_call_impl/DataParallel::forward/densenet121_stroke::_call_impl/densenet121_stroke::forward/Sequential::_call_impl/Sequential::forward/Conv2d::_call_impl/",8967,2520,288,4674911289,4674911289.0,4674911289,4674911289,191809624,191809624.0,191809624,191809624,2514269307,2514269307.0,2514269307,2514269307,2039896778,2039896778.0,2039896778,2039896778
